,Period,Demand Deposits,Commercial Corporate Bonds,Guaranteed Funds,Immovable Property,Government Securities,Offshore Investments,Property Unit Trusts,Quoted Equity,Unquoted Equity
0,2013-01-31,0.1466353832903978,0.1035155054234119,0.0936768956915014,0.0166184490099547,0.1085789409577158,0.0,0.0504288793356888,0.0250799845829153,0.0006675649722912
1,2013-02-28,0.1466353832903978,0.1035155054234119,0.0936768956915014,0.0166184490099547,0.1085789409577158,0.0,0.0504288793356888,0.0250799845829153,0.0006675649722912
2,2013-03-31,0.1466353832903978,0.1035155054234119,0.0263437086530886,0.0166184490099547,0.1085789409577158,0.0,0.0504288793356888,0.0250799845829153,0.0006675649722912
3,2013-04-30,0.1466353832903978,0.1035155054234119,0.0263437086530886,0.0166184490099547,0.1085789409577158,0.0,0.0504288793356888,0.0250799845829153,0.0006675649722912
4,2013-05-31,0.1466353832903978,0.1035155054234119,0.0263437086530886,0.0166184490099547,0.1085789409577158,0.0,0.0504288793356888,0.0250799845829153,0.0006675649722912
5,2013-06-30,0.1466353832903978,0.1035155054234119,0.1186686235709965,0.0166184490099547,0.1085789409577158,0.0,0.0504288793356888,0.0250799845829153,0.0006675649722912
6,2013-07-31,0.1466353832903978,0.1035155054234119,0.1186686235709965,0.0166184490099547,0.1085789409577158,0.0,0.0504288793356888,0.0250799845829153,0.0006675649722912
7,2013-08-31,0.1466353832903978,0.1035155054234119,0.1186686235709965,0.0166184490099547,0.1085789409577158,0.0,0.0504288793356888,0.0250799845829153,0.0006675649722912
8,2013-09-30,0.104348133300488,0.0919939129009975,0.1164626336935416,0.0166184490099547,0.0524910211161764,0.0045563766309587,0.0504288793356888,0.0525133399318434,0.0006675649722912
9,2013-10-31,0.104348133300488,0.0919939129009975,0.1164626336935416,0.0166184490099547,0.0524910211161764,0.0045563766309587,0.0504288793356888,0.0525133399318434,0.0006675649722912
10,2013-11-30,0.104348133300488,0.0919939129009975,0.1164626336935416,0.0166184490099547,0.0524910211161764,0.0045563766309587,0.0504288793356888,0.0525133399318434,0.0006675649722912
11,2013-12-31,0.104348133300488,0.0919939129009975,0.1164626336935416,0.0166184490099547,0.0524910211161764,0.0045563766309587,0.0504288793356888,0.0525133399318434,0.0006675649722912
12,2014-01-31,0.1012285585373047,0.0980455501552172,0.0862435115535652,0.0166184490099547,0.1029199344744879,0.0,0.0504288793356888,0.0364977815667532,0.0006675649722912
13,2014-02-28,0.1012285585373047,0.0980455501552172,0.0862435115535652,0.0166184490099547,0.1029199344744879,0.0,0.0504288793356888,0.0364977815667532,0.0006675649722912
14,2014-03-31,0.1012285585373047,0.0669759911161104,0.0728008276684826,0.013866631707317,0.0987599062051649,0.0,0.0504288793356888,0.0364977815667532,0.0006675649722912
15,2014-04-30,0.1337792441426917,0.10,0.0728008276684826,0.013866631707317,0.1008582568107564,0.0268074473194071,0.0504288793356888,0.1054548424046878,0.0006675649722912
16,2014-05-31,0.1337792441426917,0.10,0.0728008276684826,0.013866631707317,0.1008582568107564,0.0268074473194071,0.0504288793356888,0.1054548424046878,0.0006675649722912
17,2014-06-30,0.1337792441426917,0.10,0.0728008276684826,0.0469991892732102,0.1008582568107564,0.0268074473194071,0.0504288793356888,0.1054548424046878,0.0
18,2014-07-31,0.1337792441426917,0.10,0.1230733635020898,0.0469991892732102,0.1008582568107564,0.0268074473194071,0.0504288793356888,0.1054548424046878,0.0
19,2014-08-31,0.1337792441426917,0.10,0.1230733635020898,0.0469991892732102,0.1008582568107564,0.0268074473194071,0.0504288793356888,0.1054548424046878,0.0
20,2014-09-30,0.1429491936692916,0.0939815813639786,0.1012512117035963,0.0469991892732102,0.1071845895328689,0.0102913401509584,0.0504288793356888,0.0581974836270459,0.0
21,2014-10-31,0.1429491936692916,0.0939815813639786,0.1012512117035963,0.0469991892732102,0.1071845895328689,0.0102913401509584,0.0504288793356888,0.0581974836270459,0.0
22,2014-11-30,0.1429491936692916,0.0939815813639786,0.1012512117035963,0.0469991892732102,0.1071845895328689,0.0102913401509584,0.0504288793356888,0.0581974836270459,0.0
23,2014-12-31,0.1429491936692916,0.0939815813639786,0.1012512117035963,0.0469991892732102,0.1071845895328689,0.0102913401509584,0.0504288793356888,0.0581974836270459,0.0
24,2015-01-31,0.0926468592706627,0.0918443855809922,0.0645712172335314,0.0469991892732102,0.1130378542343968,0.0,0.0504288793356888,0.0446294613368141,0.0
25,2015-02-28,0.0926468592706627,0.0918443855809922,0.0645712172335314,0.0469991892732102,0.1130378542343968,0.0,0.0504288793356888,0.0446294613368141,0.0
26,2015-03-31,0.1337792441426917,0.0948121964759353,0.1008879707649372,0.0147331523627848,0.0953106325685375,0.0,0.025007559282578,0.0446294613368141,0.0
27,2015-04-30,0.0807365091004251,0.0972052424552466,0.1008879707649372,0.0147331523627848,0.1094241799674765,0.0,0.025007559282578,0.0335049190875846,0.0
28,2015-05-31,0.0807365091004251,0.0972052424552466,0.1008879707649372,0.0147331523627848,0.1094241799674765,0.0,0.025007559282578,0.0335049190875846,0.0
29,2015-06-30,0.0807365091004251,0.0972052424552466,0.0994629145250236,0.0147331523627848,0.1094241799674765,0.0033965479917748,0.0,0.0335049190875846,0.0
30,2015-07-31,0.0807365091004251,0.0972052424552466,0.1015948559550528,0.0147331523627848,0.1094241799674765,0.0033965479917748,0.0,0.0335049190875846,0.0
31,2015-08-31,0.0807365091004251,0.0972052424552466,0.1015948559550528,0.0147331523627848,0.1094241799674765,0.0033965479917748,0.0,0.0335049190875846,0.0
32,2015-09-30,0.1065067537819969,0.1397359683754477,0.0637831313501049,0.0147331523627848,0.1325204816642795,0.0,0.0,0.0411663196591842,0.0
33,2015-10-31,0.1065067537819969,0.1397359683754477,0.0637831313501049,0.0147331523627848,0.1325204816642795,0.0,0.0,0.0411663196591842,0.0
34,2015-11-30,0.1065067537819969,0.1397359683754477,0.0637831313501049,0.0147331523627848,0.1325204816642795,0.0,0.0,0.0411663196591842,0.0
35,2015-12-31,0.1065067537819969,0.1397359683754477,0.0637831313501049,0.0147331523627848,0.1325204816642795,0.0,0.0,0.0411663196591842,0.0
36,2016-01-31,0.1868440557182823,0.1128900439478964,0.0637831313501049,0.0147331523627848,0.1053449286240046,0.0,0.0,0.0566439300258634,0.0
37,2016-02-29,0.1868440557182823,0.1128900439478964,0.0637831313501049,0.0147331523627848,0.1053449286240046,0.0,0.0,0.0566439300258634,0.0
38,2016-03-31,0.1868440557182823,0.13326950334668,0.0515191754716406,0.0139705733215547,0.1195910818066652,0.0,0.0469304997019136,0.0566439300258634,0.0
39,2016-04-30,0.0334024776536671,0.1293532008998057,0.0515191754716406,0.0139705733215547,0.1353336533295453,0.0,0.0469304997019136,0.0446977681834696,0.0
40,2016-05-31,0.0334024776536671,0.1293532008998057,0.0515191754716406,0.0139705733215547,0.1353336533295453,0.0,0.0469304997019136,0.0446977681834696,0.0
41,2016-06-30,0.0334024776536671,0.1293532008998057,0.0515191754716406,0.0139705733215547,0.1353336533295453,0.0001484344461886,0.0469304997019136,0.0446977681834696,0.0
42,2016-07-31,0.1337792441426917,0.1293532008998057,0.0342885950597453,0.0139705733215547,0.1353336533295453,0.0001484344461886,0.0469304997019136,0.0446977681834696,0.0
43,2016-08-31,0.1337792441426917,0.1293532008998057,0.0342885950597453,0.0139705733215547,0.1353336533295453,0.0001484344461886,0.0469304997019136,0.0446977681834696,0.0
44,2016-09-30,0.1337792441426917,0.1531582210121625,0.0342885950597453,0.0139705733215547,0.1012568823403008,0.0,0.0469304997019136,0.0668709079219556,0.0
45,2016-10-31,0.1337792441426917,0.1531582210121625,0.0342885950597453,0.0139705733215547,0.1012568823403008,0.0,0.0469304997019136,0.0668709079219556,0.0
46,2016-11-30,0.1337792441426917,0.1531582210121625,0.0342885950597453,0.0139705733215547,0.1012568823403008,0.0,0.0469304997019136,0.0668709079219556,0.0
47,2016-12-31,0.1337792441426917,0.1531582210121625,0.0342885950597453,0.0220188118556818,0.1012568823403008,0.0,0.0469304997019136,0.0668709079219556,0.0
48,2017-01-31,0.0469092813060925,0.0894347642229926,0.0342885950597453,0.0,0.1095418369292123,0.0722385920507435,0.0469304997019136,0.1131154123799459,0.0
49,2017-02-28,0.0469092813060925,0.0894347642229926,0.0342885950597453,0.0,0.1095418369292123,0.0722385920507435,0.0469304997019136,0.1131154123799459,0.0
50,2017-03-31,0.104348133300488,0.1275283393822651,0.0916456993433361,0.0156625965367965,0.1269453323934251,0.0,0.0518407197859345,0.1131154123799459,0.0
51,2017-04-30,0.1337792441426917,0.1514873786709142,0.0916456993433361,0.0156625965367965,0.1169526499123687,0.0,0.0518407197859345,0.0705338046381896,0.0
52,2017-05-31,0.1337792441426917,0.1514873786709142,0.0916456993433361,0.0156625965367965,0.1169526499123687,0.0,0.0518407197859345,0.0705338046381896,0.0
53,2017-06-30,0.1337792441426917,0.1514873786709142,0.0916456993433361,0.0165572839266196,0.1169526499123687,0.0007330576197749,0.0518407197859345,0.0705338046381896,0.0
54,2017-07-31,0.1337792441426917,0.1514873786709142,0.0848586002482094,0.0165572839266196,0.1169526499123687,0.0007330576197749,0.0518407197859345,0.0705338046381896,0.0
55,2017-08-31,0.1337792441426917,0.1514873786709142,0.0848586002482094,0.0165572839266196,0.1169526499123687,0.0007330576197749,0.0518407197859345,0.0705338046381896,0.0
56,2017-09-30,0.1337792441426917,0.1182732566792789,0.0848586002482094,0.0165572839266196,0.1192886447215927,0.0,0.0504288793356888,0.0319196753569956,0.0
57,2017-10-31,0.1337792441426917,0.1182732566792789,0.0848586002482094,0.0165572839266196,0.1192886447215927,0.0,0.0504288793356888,0.0319196753569956,0.0
58,2017-11-30,0.1337792441426917,0.1182732566792789,0.0848586002482094,0.0165572839266196,0.1192886447215927,0.0,0.0504288793356888,0.0319196753569956,0.0
59,2017-12-31,0.1337792441426917,0.1182732566792789,0.0848586002482094,0.0165572839266196,0.1192886447215927,0.0,0.0504288793356888,0.0319196753569956,0.0
60,2018-01-31,0.1337792441426917,0.1182732566792789,0.0791695612225207,0.0165572839266196,0.1192886447215927,0.0,0.0504288793356888,0.0319196753569956,0.0
61,2018-02-28,0.1337792441426917,0.1182732566792789,0.0791695612225207,0.0165572839266196,0.1192886447215927,0.0,0.0504288793356888,0.0319196753569956,0.0
62,2018-03-31,0.1608528889093907,0.1582285910626979,0.1009704249288,0.0114415274463007,0.1153125578286713,6.880399644639913e-05,0.0504288793356888,0.0298143047244378,0.0
63,2018-04-30,0.0459899835285472,0.1250103750291858,0.1009704249288,0.0114415274463007,0.1129545597475687,6.880399644639913e-05,0.0504288793356888,0.0422487325942604,0.0
64,2018-05-31,0.0459899835285472,0.1250103750291858,0.1009704249288,0.0114415274463007,0.1129545597475687,6.880399644639913e-05,0.0504288793356888,0.0422487325942604,0.0
65,2018-06-30,0.0459899835285472,0.1250103750291858,0.1009704249288,0.0184489943241965,0.1129545597475687,0.0004269827695472,0.0,0.0422487325942604,0.0
66,2018-07-31,0.1337792441426917,0.1250103750291858,0.0434950999837807,0.0184489943241965,0.1129545597475687,0.0004269827695472,0.0,0.0422487325942604,0.0
67,2018-08-31,0.1337792441426917,0.1250103750291858,0.0434950999837807,0.0184489943241965,0.1129545597475687,0.0004269827695472,0.0,0.0422487325942604,0.0
68,2018-09-30,0.104348133300488,0.1349893614224314,0.0774467972799471,0.0184489943241965,0.1066676695467664,0.0004269827695472,0.0239320175698362,0.0434055353373394,0.0
69,2018-10-31,0.104348133300488,0.1349893614224314,0.0774467972799471,0.0184489943241965,0.1066676695467664,0.0004269827695472,0.0239320175698362,0.0434055353373394,0.0
70,2018-11-30,0.104348133300488,0.1349893614224314,0.0774467972799471,0.0184489943241965,0.1066676695467664,0.0004269827695472,0.0239320175698362,0.0434055353373394,0.0
71,2018-12-31,0.104348133300488,0.1349893614224314,0.0774467972799471,0.0184489943241965,0.1066676695467664,0.0012364561590987,0.0239320175698362,0.0434055353373394,0.0
72,2019-01-31,0.0234505635950659,0.1954614576715512,0.0960306124501569,0.0,0.0992761414658353,0.0012364561590987,0.0239320175698362,0.061636809283739,0.0170160715944631
73,2019-02-28,0.0234505635950659,0.1954614576715512,0.0960306124501569,0.0,0.0992761414658353,0.0012364561590987,0.0239320175698362,0.061636809283739,0.0170160715944631
74,2019-03-31,0.1583874697915848,0.1659679660766333,0.063842423655477,0.0045044753086419,0.0992761414658353,0.0,0.0,0.0500862668900694,0.0
75,2019-04-30,0.086633032976443,0.1346873070346895,0.063842423655477,0.0045044753086419,0.1038247598904278,0.0,0.0,0.0651066037208939,0.0
76,2019-05-31,0.086633032976443,0.1346873070346895,0.063842423655477,0.0045044753086419,0.1038247598904278,0.0,0.0,0.0651066037208939,0.0
77,2019-06-30,0.086633032976443,0.1346873070346895,0.063842423655477,0.0189888991610349,0.1038247598904278,0.0,0.0,0.0651066037208939,0.0
78,2019-07-31,0.086633032976443,0.1346873070346895,0.0409799713498391,0.0189888991610349,0.1038247598904278,0.0,0.0,0.0651066037208939,0.0
79,2019-08-31,0.086633032976443,0.1346873070346895,0.0409799713498391,0.0189888991610349,0.1038247598904278,0.0,0.0,0.0651066037208939,0.0
80,2019-09-30,0.060271707146482,0.1490575845106291,0.0774467972799471,0.0189888991610349,0.114927418892792,0.0,0.0218119341537329,0.048276238298171,0.0
81,2019-10-31,0.060271707146482,0.1490575845106291,0.0774467972799471,0.0189888991610349,0.114927418892792,0.0,0.0218119341537329,0.048276238298171,0.0
82,2019-11-30,0.060271707146482,0.1590575845106291,0.0774467972799471,0.0189888991610349,0.114927418892792,0.0,0.0218119341537329,0.048276238298171,0.0
83,2019-12-31,0.060271707146482,0.1490575845106291,0.0774467972799471,0.0240798500238641,0.114927418892792,0.0152070187915013,0.0218119341537329,0.048276238298171,0.0115756829856893
84,2020-01-31,0.104348133300488,0.1490575845106291,0.0938090753290398,0.0240798500238641,0.111290115321516,0.0,0.0218119341537329,0.0387667469746016,0.0115756829856893
85,2020-02-29,0.104348133300488,0.1490575845106291,0.0938090753290398,0.0240798500238641,0.111290115321516,0.0,0.0218119341537329,0.0387667469746016,0.0115756829856893
86,2020-03-31,0.1784976393547174,0.1490575845106291,0.0902688379771271,0.0089086738324684,0.1086529898687861,0.0,0.0218119341537329,0.0784973454640977,0.0
87,2020-04-30,0.1784976393547174,0.1490575845106291,0.0902688379771271,0.0089086738324684,0.1086529898687861,0.0,0.0218119341537329,0.0784973454640977,0.0
88,2020-05-31,0.1784976393547174,0.1490575845106291,0.0902688379771271,0.0089086738324684,0.1086529898687861,0.0,0.0218119341537329,0.0784973454640977,0.0
89,2020-06-30,0.1784976393547174,0.1450575845106291,0.0902688379771271,0.0172750911242949,0.1086529898687861,0.0120617477760334,0.0218119341537329,0.0784973454640977,0.0
90,2020-07-31,0.1784976393547174,0.1460575845106291,0.0945512771335724,0.0172750911242949,0.1086529898687861,0.0120617477760334,0.0218119341537329,0.0784973454640977,0.0
91,2020-08-31,0.1784976393547174,0.1470575845106291,0.0945512771335724,0.0172750911242949,0.1086529898687861,0.0120617477760334,0.0218119341537329,0.0784973454640977,0.0
92,2020-09-30,0.0452564838695595,0.1476013990070462,0.0,0.0172750911242949,0.1234898154685384,0.0120617477760334,0.0218119341537329,0.0330652335857308,0.0
93,2020-10-31,0.0452564838695595,0.1486013990070462,0.0,0.0172750911242949,0.1234898154685384,0.0120617477760334,0.0218119341537329,0.0330652335857308,0.0
94,2020-11-30,0.0452564838695595,0.1496013990070462,0.0,0.0172750911242949,0.1234898154685384,0.0120617477760334,0.0218119341537329,0.0330652335857308,0.0
95,2020-12-31,0.0452564838695595,0.1406013990070462,0.0,0.0172750911242949,0.1234898154685384,0.0120617477760334,0.0218119341537329,0.0330652335857308,0.0
96,2021-01-31,0.0452564838695595,0.1416013990070462,0.0,0.0172750911242949,0.1234898154685384,0.0120617477760334,0.0218119341537329,0.0330652335857308,0.0
97,2021-02-28,0.0452564838695595,0.1426013990070462,0.0,0.0172750911242949,0.1234898154685384,0.0120617477760334,0.0218119341537329,0.0330652335857308,0.0
98,2021-03-31,0.1337792441426917,0.1388248531748835,0.0673171743752883,0.0111863777089783,0.1854337805579869,0.0,0.0218119341537329,0.0396104940003847,0.0
99,2021-04-30,0.0546217875826239,0.1388248531748835,0.0673171743752883,0.0111863777089783,0.1137051681401875,0.0,0.0218119341537329,0.0330862669624002,0.0
100,2021-05-31,0.0546217875826239,0.1388248531748835,0.0673171743752883,0.0111863777089783,0.1137051681401875,0.0,0.0218119341537329,0.0330862669624002,0.0
101,2021-06-30,0.0546217875826239,0.1388248531748835,0.0673171743752883,0.0111863777089783,0.1137051681401875,0.0,0.1439778435736754,0.0330862669624002,0.0
102,2021-07-31,0.0546217875826239,0.1388248531748835,0.0830786454376491,0.0111863777089783,0.1137051681401875,0.0,0.1439778435736754,0.0330862669624002,0.0
103,2021-08-31,0.0546217875826239,0.1388248531748835,0.0435086571131967,0.0111863777089783,0.1137051681401875,0.0,0.1439778435736754,0.0330862669624002,0.0
104,2021-09-30,0.0621580892463121,0.1388248531748835,0.0,0.0111863777089783,0.1152709024130121,0.0,0.1439778435736754,0.0226627542748659,0.0
105,2021-10-31,0.0621580892463121,0.1388248531748835,0.0,0.0111863777089783,0.1152709024130121,0.0,0.1439778435736754,0.0226627542748659,0.0
106,2021-11-30,0.0621580892463121,0.1388248531748835,0.0,0.0111863777089783,0.1152709024130121,0.0,0.1439778435736754,0.0226627542748659,0.0
107,2021-12-31,0.0621580892463121,0.1388248531748835,0.0,0.0111863777089783,0.1152709024130121,0.0029054671086205,0.1439778435736754,0.0226627542748659,0.0
108,2022-01-31,0.0621580892463121,0.1388248531748835,0.0,0.0111863777089783,0.1152709024130121,0.0029054671086205,0.1439778435736754,0.0226627542748659,0.0
109,2022-02-28,0.0621580892463121,0.1388248531748835,0.0,0.0111863777089783,0.1152709024130121,0.0029054671086205,0.1439778435736754,0.0226627542748659,0.0
110,2022-03-31,0.0933711953786691,0.0547979348644133,0.0856252264796711,0.009681556372549,0.1167617655988589,0.0184042522865376,0.1439778435736754,0.0369593199239765,0.0
111,2022-04-30,0.0564250817800996,0.0547979348644133,0.0856252264796711,0.009681556372549,0.1116021454299938,0.0184042522865376,0.1439778435736754,0.0500702763629129,0.0
112,2022-05-31,0.0564250817800996,0.0547979348644133,0.0856252264796711,0.009681556372549,0.1116021454299938,0.0184042522865376,0.1439778435736754,0.0500702763629129,0.0
113,2022-06-30,0.0564250817800996,0.0547979348644133,0.0856252264796711,0.009681556372549,0.1116021454299938,0.0006187345568158,0.1439778435736754,0.0500702763629129,0.0
114,2022-07-31,0.0564250817800996,0.0547979348644133,0.0856642253994839,0.009681556372549,0.1116021454299938,0.0006187345568158,0.1439778435736754,0.0500702763629129,0.0
115,2022-08-31,0.0564250817800996,0.0547979348644133,0.0417066212876132,0.009681556372549,0.1116021454299938,0.0006187345568158,0.1439778435736754,0.0500702763629129,0.0
116,2022-09-30,0.1337792441426917,0.1023138454739757,0.0,0.009681556372549,0.1249324675168864,0.0,0.1439778435736754,0.0589376529845627,0.0
117,2022-10-31,0.1337792441426917,0.1023138454739757,0.0,0.009681556372549,0.1249324675168864,0.0,0.1439778435736754,0.0589376529845627,0.0
118,2022-11-30,0.1337792441426917,0.1023138454739757,0.0,0.009681556372549,0.1249324675168864,0.0,0.1439778435736754,0.0589376529845627,0.0
119,2022-12-31,0.1337792441426917,0.1023138454739757,0.0,0.009681556372549,0.1249324675168864,0.0,0.1439778435736754,0.0589376529845627,0.0
